lab,loinc_code
%_MACROP,Not mapped
%ABI,Not mapped
%ABR,Not Mapped
%AGI,Not mapped
%AO,Not mapped
%AS,Not Mapped
%CM,Not Mapped
%CT,Not Mapped
%DBS,Not mapped
%DIG,Not mapped
%DU,Not mapped
%ELU,Not mapped
%PI,Not mapped
%ST,Not Mapped
%TS,Not Mapped
%UDIV,Not Mapped
%UN,Not Mapped
%UO,Not mapped
%XM,Not Mapped
NK,42189-1
NK0Q,8112-5
NKNO,42188-3
NMEPRQ,3869-5
NMETHQ,2669-0
NNABQ,11088-2
NNABRF,35278-1
NNABTQ,15398-1
NOMQ,19099-1
NOPQ,2666-6
NOR1Q,3576-6
NORCLO,10992-6
NOREQ,2666-6
NORFQ,11074-2
NORMQ,13783-6
NORNU,33917-6
NORPQ,2666-6
NORRBC,Not mapped
NORTQ,3872-9
NORTRQ,3874-5
NOXBQ,43292-2
NRB14,58413-6
NRBC,58413-6
NRBC14,58413-6
NRBC17,58413-6
NRBC18,58413-6
NRBC24,58413-6
NRBC27,58413-6
NRBC28,58413-6
NRBC3,58413-6
NRDZPQ,3537-8
NRONSQ,15060-7
NTRT,5802-4
NUCC26,55793-4
NUMARQ,19099-1
O2C14,19218-7
O2C27,19218-7
O2CT17,19218-7
O2CT23,19218-7
O2HB,2714-4
O2HB14,2714-4
O2HB17,2714-4
O2HB18,11559-2
O2HB23,2714-4
O2HB25,2714-4
O2HB26,2714-4
O2HV25,2716-9
O2MA27,Not mapped
O2ME27,Not mapped
O2SA14,2708-6
O2SA23,2708-6
O2SA25,2708-6
O2SA26,2708-6
O2SACC,2708-6
O2SAT,2708-6
O2SATPOC,2708-6
O2SC24,2708-6
O2SCA3,28642-7
O2SP,2708-6
O2SP24,2708-6
O2ST17,2708-6
O2STA3,2708-6
O2STV3,2711-0
O2SV14,2711-0
O2SV25,2711-0
O2SV26,2711-0
O2SVCC,2711-0
O2SVP,2711-0
OAK,6189-5
OAKQ,6189-5
OALB,Not mapped
OAMY,1795-4
OAT,6190-3
OC81Q,30541-7
OC8Q,30540-9
OCC14,2335-8
OCCBL,2335-8
OCEA,12515-3
OCLT17,2335-8
OCLT3,2335-8
OCREAT,12190-5
OCTAC8,35145-2
OCTC8,30540-9
OCTCAR,30541-7
OCTQ,25120-7
ODQ,25121-5
OGLU,32318-8
OGLU17,Not mapped
OHBP25,2714-4
OHCT17,20570-8
OHCTT,11153-4
OHDC12,30233-1
OHHC16,30234-9
OHHEX,30235-6
OHLC18,30237-2
OHOC18,30312-3
OHTC14,30238-0
OHTDEC,30190-3
OK,32336-0
OLA1Q,12389-3
OLC18Q,30542-5
OLD,32324-6
OLEC18,35166-8
OLECAR,30542-5
OLIG,12782-9
OLIPAS,Not mapped
ONA,32340-2
OPCPAR,40958-1
OPCYLO,10656-7
OPI3,3879-4
OPIA17,3879-4
OPIA23,3879-4
OPIA28,3879-4
OPIAQ,8217-2
OPIRU,3879-4
OPQL25,3879-4
ORCHQ,6195-2
ORD23,19145-2
ORNQ,20652-4
ORQ,17869-9
OSAP25,51733-4
OSC15,18182-6
OSC16,18182-6
OSCLQ,2697-1
OSMC23,18182-6
OSMLP,2692-2
OSMO14,18182-6
OSMO50,23915-2
OSMO60,23917-8
OSMO65,23919-4
OSMO75,30543-3
OSMOL,18182-6
OSMOLQ,2692-2
OSS15,2692-2
OSU15,2695-5
OSU16,2695-5
OSVIST,2711-0
OT14,58409-4
OTBI14,1974-5
OTBILI,1974-5
OTPROT,1747-5
OTRIG,12228-3
OVAL,774-0
OVAL14,774-0
OXAZPQ,3886-9
OXHG27,2714-4
OXSITE,39111-0
OXYG17,41925-9
P2R,49836-0
P2R24,49836-0
P3ABQ,46267-1
PAAC16,35161-9
PAGG2,49011-0
PAGG23,49011-0
PAGG3,49011-0
PAGG6,49011-0
PAGG8,49011-0
PALB15,14338-8
PALB17,14338-8
PALB24,14338-8
PALB25,14338-8
PALB26,14338-8
PALB27,14338-8
PALBCQ,13973-3
PALC16,35162-7
PAPHOS,20420-6
PAPP14,7795-8
PAPPB,7795-8
PARTCA,71790-0
PASPGQ,44357-2
PATH27,Not mapped
PATODQ,8251-1
PBAS15,30180-4
PBAS16,30180-4
PBAS24,30180-4
PBAS26,30180-4
PBAS27,30180-4
PBAS28,30180-4
PBASE,1925-7
PBASED,30318-0
PBGB1Q,13797-6
PBGUQ,2810-0
PBIL25,5770-3
PBIL28,5770-3
PBIL3,5770-3
PBLIPQ,17847-5
PBLO25,5794-3
PBLO28,5794-3
PBLO3,5794-3
PBNPQ,33762-6
PBQ,5671-3
PBQQ,5671-3
PBSD14,1922-4
PBSD17,1922-4
PBSD18,1922-4
PBSD28,1922-4
PBSE14,1925-7
PBSE17,1925-7
PBSE18,1925-7
PBSE28,1925-7
PBUQ,20625-0
PC2I27,2019-8
PC2P25,2019-8
PCA17,1994-3
PCA1S,53717-5
PCA2S,33925-9
PCAC1,14248-9
PCAC2,35143-7
PCACT,Not mapped
PCACTR,51748-2
PCARQ,700-5
PCATRS,33926-7
PCCA0Q,6970-8
PCCAQ,14249-7
PCO2,2019-8
PCO214,2019-8
PCO217,2019-8
PCO218,2019-8
PCO223,2019-8
PCO225,2019-8
PCO226,2019-8
PCO2A3,2019-8
PCO2OB,Not mapped
PCO2P,2019-8
PCO2POC,2019-8
PCO2V3,2021-4
PCO2VP,1924-0
PCOA14,2019-8
PCOA27,2019-8
PCOCA3,28644-3
PCOHB,2030-5
PCOP24,11557-6
PCORTQ,9812-9
PCOV14,2021-4
PCOV24,2021-4
PCOV25,2021-4
PCOV26,2021-4
PCOV27,2021-4
PCP17,14310-7
PCP23,14310-7
PCP28,14310-7
PCP3,14310-7
PEA1Q,2865-4
PEA2Q,2868-8
PEALQ,2862-1
PEANTQ,6206-7
PEANUT,6206-7
PEBEQ,2865-4
PECAN,6208-3
PEEP14,Not Mapped
PEEP17,Not mapped
PEEP18,Not mapped
PEGAQ,2874-6
PEINTQ,12851-2
PENIII,33624-8
PENTCI,33623-0
PENTQ,10882-9
PEO15,26450-7
PEO16,26450-7
PEOS24,26450-7
PEOS26,26450-7
PEOS27,26450-7
PEOS28,26450-7
PEST18,49497-1
PETOH,26612-2
PETPQ,2885-2
PEVQ,6210-9
PF4ABS,73818-7
PFBASE,49836-0
PFCHOQ,9618-0
PFDP2,30226-5
PFGLUQ,2344-0
PFP2,49836-0
PFTA27,49011-0
PFTP27,49010-2
PGLU25,5792-7
PGQ,24442-6
PGR17,770-8
PH17,2744-1
PH18,2744-1
PH23,2744-1
PH26,2744-1
PHA25,2744-1
PHA27,2744-1
PHA3,2744-1
PHAP,2744-1
PHAP14,2744-1
PHC317,1960-4
PHCA3,28646-8
PHCO25,1959-6
PHCO3,1960-4
PHCQ,25124-9
PHEN17,3948-7
PHENQ,3934-7
PHEQ,25125-6
PHF25,2755-7
PHGAS,2744-1
PHGB28,718-7
PHI27,2744-1
PHNALQ,14875-9
PHNAQ,14875-9
PHNB14,3948-7
PHNB15,3948-7
PHNB16,3948-7
PHNB24,3948-7
PHNB25,3948-7
PHNB26,3948-7
PHNB27,3948-7
PHNB28,3948-7
PHNCYQ,16254-5
PHNO18,3948-7
PHNO23,3948-7
PHNO3,3948-7
PHNYLB,2765-6
PHOB,2744-1
PHOS,2777-1
PHOS14,2777-1
PHOS15,2777-1
PHOS16,2777-1
PHOS17,2777-1
PHOS18,2777-1
PHOS23,2777-1
PHOS24,2777-1
PHOS25,2777-1
PHOS26,2777-1
PHOS27,2777-1
PHOS28,2777-1
PHOS3,2777-1
PHP24,2744-1
PHP25,2744-1
PHPOC,2744-1
PHPYQ,25126-4
PHSTQ,2416-6
PHU,5803-2
PHV24,2746-6
PHV25,2746-6
PHV26,2746-6
PHV27,2746-6
PHV3,2746-6
PHVC25,2746-6
PHVCAIO,2746-6
PHVP,2746-6
PHVP14,2746-6
PHYC16,22671-2
PHYCMT,Not mapped
PHYN18,3968-5
PIST,56331-2
PK17,6298-4
PKEQ,2912-4
PKET25,2514-8
PKET28,2514-8
PKET3,2514-8
PLAACQ,5970-9
PLACF,15016-9
PLANQ,6110-1
PLASM,13047-6
PLAT14,777-3
PLAT18,777-3
PLEU25,5799-2
PLEU28,5799-2
PLEU3,5799-2
PLHGB,721-1
PLHLAQ,48501-1
PLI,Not mapped
PLI24,Not mapped
PLIAQ,47084-9
PLIBQ,48506-0
PLIIBQ,48505-2
PLREQ,2915-7
PLSM14,13047-6
PLSM27,13047-6
PLSMG2,5970-9
PLT,777-3
PLT117,777-3
PLT128,777-3
PLT15,777-3
PLT16,777-3
PLT17,777-3
PLT21,777-3
PLT23,777-3
PLT24,777-3
PLT25,777-3
PLT26,777-3
PLT27,777-3
PLT28,777-3
PLT3,777-3
PLTA24,777-3
PLTB,Not Mapped
PLTC25,777-3
PLTCOM,Not Mapped
PLTCT,777-3
PLTD25,777-3
PLTD26,777-3
PLTD27,777-3
PLTDIQ,29497-5
PLTE17,9317-9
PLTE24,9317-9
PLTE25,9317-9
PLTE26,9317-9
PLTE27,9317-9
PLTE28,9317-9
PLTEST,Not mapped
PLTMOR,11125-2
PLTO18,777-3
PLTT25,777-3
PLY15,26478-8
PLY16,26478-8
PLYM18,30465-9
PLYM24,26478-8
PLYM26,26478-8
PLYM27,26478-8
PLYM28,26478-8
PMET25,2617-9
PMETHB,2614-6
PMO15,26485-3
PMO16,26485-3
PMON24,26485-3
PMON26,26485-3
PMON27,26485-3
PMON28,26485-3
PMOR14,11125-2
PMOR17,11125-2
PMOR18,11125-2
PMOR23,11125-2
PMYL18,783-1
PNA17,2947-0
PNCAMY,1805-1
PNE15,770-8
PNE16,770-8
PNEABQ,5256-3
PNEAGQ,5255-5
PNENUT,10954-6
PNEU24,770-8
PNEU26,770-8
PNEU27,770-8
PNEU28,770-8
PNIT25,5802-4
PNIT28,5802-4
PNIT3,5802-4
PNOTA,6212-5
PNOTQ,6212-5
PO2,2703-7
PO214,2704-5
PO217,2703-7
PO218,2703-7
PO223,2703-7
PO226,2703-7
PO227,2703-7
PO2A14,2703-7
PO2A25,2703-7
PO2A27,2703-7
PO2A3,2703-7
PO2CA3,28648-4
PO2OB,Not mapped
PO2P,2703-7
PO2P24,2703-7
PO2P25,2703-7
PO2POC,2703-7
PO2V14,2705-2
PO2V25,2705-2
PO2V26,2705-2
PO2V27,2705-2
PO2V3,2705-2
PO2VP,2705-2
POIK,779-9
POLC,10378-8
POLC14,10378-8
POLY,770-8
POLYBF,26513-2
POLYS,770-8
PORPIN,59462-2
POSCON,53731-6
POTATO,6220-8
POV24,2705-2
PPC217,2019-8
PPCO2,2019-8
PPCO25,2021-4
PPCO2V,2021-4
PPGQ,24441-8
PPH,2744-1
PPH17,2744-1
PPH25,50560-2
PPHV,2746-6
PPO2,2703-7
PPO217,2703-7
PPO225,2705-2
PPO2V,2705-2
PPOLYP,2721-9
PPORF,2891-0
PPRT25,5804-0
PPRT28,5804-0
PPRT3,5804-0
PRC,Not mapped
PRC3Q,30551-6
PREA14,14338-8
PREAL3,14338-8
PREALB,14338-8
PREALQ,6793-4
PREG1Q,3534-5
PRENAQ,2915-7
PRER3Q,32700-7
PRES14,20079-0
PRES26,Not mapped
PRGAQ,24475-6
PRGN,2110-5
PRGONE,2839-9
PRGQ,1668-3
PRIC15,22761-1
PRIM24,3978-4
PRISTN,22761-1
PRMDN,3978-4
PRMY17,783-1
PRMY28,783-1
PRNAQ,3983-4
PRO,783-1
PRO14,783-1
PRO15,783-1
PRO16,783-1
PRO24,783-1
PRO25,783-1
PRO26,783-1
PRO3,783-1
PRO3Q,6968-2
PROCA,33959-8
PROCAR,30551-6
PROCLQ,33959-8
PROGQ,2839-9
PROINS,27882-0
PROIS,27882-0
PROL23,2842-3
PROL24,2842-3
PROL25,2842-3
PROL26,2842-3
PROL3,2842-3
PROLAC,2842-3
PROLN,20655-7
PROLNQ,20655-7
PROLQ,2842-3
PROOH,20647-4
PROPGL,Not Mapped
PROQ,19141-1
PROSNQ,2886-0
PROSQ,5892-5
PROTFQ,25742-8
PROTIM,5902-2
PROTOQ,17501-8
PROTPR,2891-0
PRPHD,2812-6
PRPHEN,3927-1
PRPHYQ,30550-8
PRT23,5902-2
PRTM2,5902-2
PRU,5804-0
PRYQ,7369-2
PSA,2857-1
PSA14,2857-1
PSA16,2857-1
PSA24,2857-1
PSA26,2857-1
PSACT,27822-6
PSAED,2857-1
PSAFRQ,10886-0
PSAPCQ,12841-3
PSAQ,2857-1
PSAS14,2857-1
PSASQ,2857-1
PSAT15,2502-3
PSAT16,2502-3
PSAULQ,35741-8
PSO2,Not Mapped
PSPG25,5811-5
PSPG28,5811-5
PSPG3,5811-5
PSQ,6733-0
PT117,5902-2
PT128,5902-2
PT18,5902-2
PT24,5902-2
PT26,5902-2
PT27,5902-2
PTH,2731-8
PTH23,2731-8
PTH24,2731-8
PTH26,2731-8
PTH28,2731-8
PTHC25,17861-6
PTH-CA,17861-6
PTHD,2731-8
PTHI25,2731-8
PTIGAQ,23830-3
PTIGGQ,23831-1
PTIN25,5902-2
PTM3,5902-2
PTMC17,5902-2
PTMX2,5902-2
PTMX26,5902-2
PTN,3968-5
PTN14,3968-5
PTN15,3968-5
PTN16,3968-5
PTN23,3968-5
PTN24,3968-5
PTN25,3968-5
PTN26,3968-5
PTN27,3968-5
PTN28,3968-5
PTN3,3968-5
PTNB,40460-8
PTNBX,43831-7
PTO226,Not mapped
PTPCR,24475-6
PTRA25,32167-9
PTRA28,32167-9
PTRA3,32167-9
PTT,14979-9
PTT14,14979-9
PTT15,14979-9
PTT16,14979-9
PTT17,14979-9
PTT23,14979-9
PTT24,14979-9
PTT25,14979-9
PTT26,14979-9
PTT27,14979-9
PTT28,14979-9
PTT3,14979-9
PTTH25,14979-9
PTTH27,14979-9
PTTLAQ,34571-0
PTTM25,14979-9
PTTMXA,Not mapped
PTTSQ,34571-0
PUNA17,20506-2
PUNC17,20506-2
PUNC18,20506-2
PURO28,Not mapped
PVIGG3,5273-8
PVO218,2705-2
PXCT,Not mapped
PYQ,25132-2
PYRUQ,2905-8
PYRUV,14121-8
QAMPH,33280-9
QAMPHQ,3349-8
QBAR1Q,3377-9
QBARB,3377-9
QBARCQ,3377-9
QBZDCQ,3390-2
QBZDZ,3390-2
QBZDZQ,3390-2
QCOKE,3393-6
QDD14,48065-7
QDDM18,48065-7
QMETCQ,3773-9
QMETH,19550-3
QMETHQ,19550-3?
QNDNEQ,6694-4
QOPIA,3879-4
QOPIAQ,3879-4
QOPICQ,3879-4
QPCP,14310-7
QPCPCQ,3936-2
QPCPQ,14310-7
QPROP,19141-1
QTHC,3435-5
QTHC1Q,3435-5
QTHC25,3435-5
QTHCCQ,3435-5
QTRICY,4073-3
QUATBQ,Not mapped
QUETQ,26776-5
RABBIT,6223-2
RAC17,Not mapped
RALT17,Not mapped
RALT18,Not mapped
RAPA,29247-4
RAPAQ,29247-4
RAPHBS,44923-1
RATE14,9279-1
RBC,789-8
RBC14,789-8
RBC15,789-8
RBC16,789-8
RBC17,789-8
RBC18,789-8
RBC2,789-8
RBC23,789-8
RBC24,789-8
RBC25,789-8
RBC26,789-8
RBC27,789-8
RBC28,789-8
RBC2Q,789-8
RBC3,789-8
RBCBFT,26455-6
RBCF14,51630-2
RBCFC,51630-2
RBCM2,6742-1
RBCMGQ,26746-8
RBCMOR,6742-1
RBCMPH,6742-1
RBCR,789-8
RBCR25,789-8
RBCR28,789-8
RBCR3,789-8
RBCT18,789-8
RBCU,5808-1
RBLE17,Not mapped
RBM15,6742-1
RBM16,6742-1
RBPROQ,1836-6
RBSD25,1922-4
RBSE25,1925-7
RCA14,17863-2
RCA17,1994-3
RCA25,1994-3
RCA28,1994-3
RCAI18,1994-3
RCDT17,Not mapped
RCDT18,Not mapped
RCDT25,Not mapped
RCDT28,Not mapped
RCHB14,2030-5
RCHB17,2030-5
RCHB18,2030-5
RCHB25,2030-5
RCHB28,2030-5
RCHOLQ,2099-0
RCL14,2075-0
RCL18,2075-0
RCL25,2075-0
RCL28,2075-0
RCLP18,2075-0
RCO,6014-5
RCO14,Not mapped
RCOM14,58445-8
RCOM17,Not mapped
RCOM18,Not mapped
RCOM24,58445-8
RCOM25,58445-8
RCRE28,Not mapped
RCREA,2161-8
RCRT18,Not mapped
RCVB17,Not mapped
RCVB18,Not mapped
RCVB25,Not mapped
RCVB28,Not mapped
RCVC17,Not mapped
RCVC18,Not mapped
RCVC25,Not mapped
RCVC28,Not mapped
RDW,788-0
RDW14,788-0
RDW15,788-0
RDW16,788-0
RDW17,788-0
RDW18,788-0
RDW2,788-0
RDW21,788-0
RDW23,788-0
RDW24,788-0
RDW25,788-0
RDW26,788-0
RDW27,788-0
RDW28,788-0
RDW2Q,788-0
RDW3,788-0
RDWC25,788-0
RDWCV,788-0
REAB14,14196-0
REAL17,13046-8
REBYEQ,69052-9
REBYQ,69052-9
REFL23,19145-2
REFRQ,42349-1
REIGAQ,14273-7
REM15,8251-1
REM16,8251-1
REPA17,Not mapped
REPAGL,38542-7
REPLS,Not mapped
REREVQ,19146-0
RESREQ,56850-1
RESRQ,56850-1
RET,4679-7
RET14,4679-7
RET17,4679-7
RET2,31112-6
RET24,4679-7
RETA15,14196-0
RETA16,14196-0
RETA25,4679-7
RETA26,4679-7
RETAB2,40665-2
RETAB3,14196-0
RETABS,14196-0
RETC23,4679-7
RETI15,4679-7
RETI16,4679-7
RETIC#AU,14196-0
RETIC%AU,4679-7
RETIC3,4679-7
RETICQ,4679-7
REVBYQ,69052-9
REVERQ,Not mapped
REVIBQ,Not mapped
REVWQ,Not mapped
REVWRQ,Not mapped
RF,11572-5
RF15,33910-1
RF1Q,11572-5
RF24,33910-1
RF25,33910-1
RFI217,Not mapped
RFI225,Not mapped
RFI228,Not mapped
RFQ,11572-5
RFRL17,19145-2
RFSQ,6823-9
RGAP25,33037-3
RGLU14,2345-7
RGLU18,2345-7
RGLU25,2345-7
RGLU28,2345-7
RGWDSH,6085-5
RGWDSQ,6085-5
RHCT14,20570-8
RHCT25,20570-8
RHCT28,20570-8
RHGB17,4536-9
RIBOP,13636-6
RIC1Q,6230-7
RIWBQ,33008-4
RK18,Not mapped
RKA14,2823-3
RKA17,2823-3
RKA18,2823-3
RKA25,2823-3
RKA28,2823-3
RLAA25,Not mapped
RLAC14,32693-4
RLAC18,32693-4
RLAC25,32693-4
RLAC28,32693-4
RLPM17,Not mapped
RLPM28,Not mapped
RMHB14,2615-3
RMHB17,2615-3
RMHB18,2615-3
RMHB25,2615-3
RMHB28,2615-3
RMOR14,6742-1
RMOR17,6742-1
RMOR18,6742-1
RMOR23,6742-1
RMOR24,6742-1
RMOR25,6742-1
RMOR26,6742-1
RMOR27,6742-1
RMOR28,6742-1
RMORP3,6742-1
RMSGQ,32999-5
RMSMQ,33000-1
RNA14,2951-2
RNA17,2947-0
RNA18,2947-0
RNA25,2951-2
RNA28,2947-0
RNA3Q,53893-4
RNAI18,2947-0
RNP,29374-6
ROCT14,19218-7
ROCT17,19218-7
ROCT25,19218-7
ROCT28,19218-7
ROHB14,2714-4
ROHB17,2714-4
ROHB18,2714-4
ROHB25,2714-4
ROHB28,2714-4
ROST14,2708-6
ROST17,2708-6
ROST18,2708-6
ROST25,2708-6
ROST28,2708-6
ROSV14,2711-0
ROSV18,2711-0
ROSV25,2711-0
ROTAVQ,5880-0
ROUX,7797-4
ROUX14,7797-4
ROXY17,Not mapped
ROXY28,Not mapped
RPC214,Not mapped
RPC217,Not mapped
RPC228,2019-8
RPCO18,2019-8
RPCO25,2019-8
RPCV17,Not mapped
RPEH17,Not mapped
RPEP14,Not mapped
RPEP17,Not mapped
RPEP18,Not mapped
RPEP25,Not mapped
RPEP28,Not mapped
RPGQ,38542-7
RPH14, 2744-1  
RPH17,2744-1
RPH18,2744-1
RPH25,2744-1
RPH28,2744-1
RPO214,2703-7
RPO217,2703-7
RPO218,2703-7
RPO225,2703-7
RPO228,2703-7
RPPQ,13636-6
RPR,20507-0
RPR15,20507-0
RPR1Q,20507-0
RPR23,20507-0
RPR24,20507-0
RPR25,20507-0
RPR26,20507-0
RPR3,20507-0
RPRLS,20507-0
RPRQ,20507-0
RPSV17,Not mapped
RPSV18,Not mapped
RPSV25,Not mapped
RPSV28,Not mapped
RPUN14,20506-2
RPUN17,20506-2
RPUN18,20506-2
RPUN25,20506-2
RPUN28,20506-2
RRB1Q,56850-1
RRESBQ,56850-1
RRHB14,Not mapped
RRHB17,Not mapped
RSL117,50679-0
RSORQ,31208-2
RSPRDN,9393-0
RSTB14,1960-4
RSTB17,1960-4
RSTB18,1960-4
RSTB25,1960-4
RSTB28,1960-4
RSV224,31950-9
RSVABQ,5294-4
RTAB25,14196-0
RTCO14,1959-6
RTCO17,1959-6
RTCO25,Not mapped
RTHG14,Not mapped
RTHG17,Not mapped
RTHG25,Not mapped
RTHG28,Not mapped
RTP18,Not mapped
RTRQ,5288-6
RTYP14,Not mapped
RTYP25,Not mapped
RTYP28,Not mapped
RUBG,5334-8
RUBQ,5334-8
RUNAQ,2955-3
RURC14,3084-1
RVAN17,4091-5
RVCH14,2032-1
RVCH18,2032-1
RVCH25,2032-1
RVCH28,2032-1
RVHG14,718-7
RVHG17,718-7
RVHG18,718-7
RVHG25,718-7
RVHG28,718-7
RVME14,2617-9
RVME18,2617-9
RVME25,2617-9
RVME28,2617-9
RVOH14,2716-9
RVOH17,2716-9
RVOH18,2716-9
RVOH25,2716-9
RVOH28,2716-9
RVPC14,2021-4
RVPC17,2021-4
RVPC18,2021-4
RVPC25,2021-4
RVPC28,2021-4
RVPH14,2746-6
RVPH17,2746-6
RVPH18,2746-6
RVPH25,2746-6
RVPH28,2746-6
RVPO14,2705-2
RVPO17,2705-2
RVPO18,2705-2
RVPO25,2705-2
RVPO28,2705-2
RVSORQ,31208-2
RVST14,14627-4
RVST17,14627-4
RVST18,14627-4
RVST25,14627-4
RVST28,14627-4
RVT17,Not mapped
RX15,Not mapped
RX16,Not mapped
RX215,Not mapped
RX216,Not mapped
RYE,7674-5
SAL,4024-6
SAL15,4024-6
SAL16,4024-6
SAL23,4024-6
SAL25,4024-6
SAL26,4024-6
SALAMY,1809-3
SALI14,4024-6
SALI17,4024-6
SALI24,4024-6
SALI27,4024-6
SALI28,4024-6
SALIC,4024-6
SALIC3,4024-6
SALICQ,4024-6
SALMN,6237-2
SALY18,4024-6
SAO218,2708-6
SAPPQ,11158-3
SAT18,2502-3
SAT24,2502-3
SATC23,2502-3
SATUR,2502-3
SATURQ,2502-3
SC18Q,30560-7
SCABSQ,26975-3
SCAC1Q,16011-9
SCAL2Q,7691-9
SCALOP,7691-9
SCHIS,800-3
SCHSQ,33317-9
SCL70,27416-7
SCN,3002-3
SCR24,Not mapped
SCREAT,2160-0
SCRTSL,2142-8
SE14Q,27387-0
SE19Q,27390-4
SE23Q,27389-6
SE26Q,27118-9
SE51Q,25296-5
SE56Q,27395-3
SE68Q,30153-1
SEBQ,25134-8
SEDR17,4537-7
SEDR18,4537-7
SEG15,26505-8
SEG16,26505-8
SEG17,26505-8
SEG25,26505-8
SEG28,26505-8
SELENM,5724-0
SELENQ,5724-0
SER1Q,27092-6
SER3Q,27096-7
SER4Q,27094-2
SER5Q,31183-7
SERQ,20656-5
SERTLQ,6906-2
SESAQ,6242-2
SEXHBQ,13967-5
SFOC25,51586-6
SFUQ,3085-8
SGF15,35414-2
SGOT,1920-8
SGOT17,1920-8
SGOT18,1920-8
SGOT3,1920-8
SGPT,1742-6
SGPT17,1742-6
SGPT18,1742-6
SGPT3,1742-6
SGRPA,42986-0
SGRPC,42985-2
SGRPW,39610-1
SGRPY,39618-4
SHBGQ,13967-5
SHRIMP,6246-3
SHRIQ,6246-3
SHSOQ,6244-8
SICKC,801-1
SICKL,6864-3
SIGA2Q,2458-8
SIGGQ,2465-3
SIKL14,801-1
SITE14,20506-2
SITE23,20506-2
SITQ,39111-0
SJSSAQ,17792-3
SJSSBQ,17791-5
SLA,32219-8
SLEGQ,21509-5
SLEMQ,21510-3
SLGC,10906-6
SLGQ,10906-6
SLHAQ,22517-7
SLHDQ,13284-5
SLMC,10907-4
SLMQ,10907-4
SLODQ,13285-2
SLOVIQ,57769-2
SM,27048-8
SMMUSC,42530-6
SMMUSQ,5358-7
SMRABQ,11090-8
SNE23,17836-8
SO227,2711-0
SO2X27,Not mapped
SOB18,Not mapped
SODIUMPO,32717-1
SOMATO,2961-1
SOR10Q,31208-2
SOR11Q,31208-2
SOR13Q,31208-2
SOR14Q,31208-2
SOR15Q,31208-2
SOR16Q,31208-2
SOR17Q,31208-2
SOR20Q,31208-2
SOR24Q,31208-2
SOR25Q,31208-2
SOR29Q,31208-2
SOR30Q,31208-2
SOR34Q,31208-2
SOR36Q,31208-2
SOR37Q,31208-2
SOR38Q,31208-2
SOR41Q,31208-2
SOR43Q,31208-2
SOR46Q,31208-2
SOR47Q,31208-2
SOR48Q,31208-2
SOR49Q,31208-2
SOR50Q,31208-2
SOR51Q,31208-2
SOR52Q,31208-2
SOR53Q,31208-2
SOR55Q,31208-2
SOR57Q,31208-2
SOR58Q,31208-2
SOR62Q,31208-2
SOR63Q,31208-2
SOR65Q,31208-2
SOR66Q,31208-2
SOR67Q,31208-2
SOR69Q,31208-2
SOR71Q,31208-2
SOR75Q,31208-2
SOR77Q,31208-2
SOR80Q,31208-2
SOR82Q,31208-2
SOR86Q,31208-2
SOR90Q,31208-2
SOR92Q,31208-2
SOR93Q,31208-2
SOR94Q,31208-2
SOR95Q,31208-2
SOR96Q,31208-2
SOR97Q,31208-2
SOR98Q,31208-2
SORACQ,31208-2
SORC18,31208-2
SORC1Q,31208-2
SORC3Q,31208-2
SORC5Q,31208-2
SORC8Q,31208-2
SORC9Q,31208-2
SORGAC,49286-8
SORSTQ,Not mapped
SOSM17,2692-2
SOSM28,2692-2
SOSMQ,2693-0
SOTH23,51586-6
SOYBN,6248-9
SPERMU,49111-8
SPGR17,5811-5
SPGRU,5811-5
SPHO14,802-9
SPHOC,802-9
SPOC,779-9
SPSI27,Not mapped
SPSOUR,31208-2
SPSRQ,31208-2
SPST27,Not mapped
SPSX27,Not mapped
SPTY10,31208-2
SPTY11,31208-2
SPTY34,31208-2
SPTY37,31208-2
SPTY6Q,31208-2
SPTYP1,31208-2
SPTYP3,31208-2
SPTYP4,31208-2
SPTYP6,31208-2
SPTYP8,31208-2
SPTYPE,66746-9
SPTYPQ,31208-2
SQ,31208-2
SQEP26,11277-1
SQEP28,11277-1
SR,14869-2
SR25,4537-7
SR26,4537-7
SRB26,14331-3
SRC17,31208-2
SRNPAQ,Not mapped
SRTNWB,2939-7
SSA,33569-5
SSB,45142-7
SSDNQ,10360-6
SSIZE,Not mapped
STAB18,Not mapped
STB15,1960-4
STB16,Not mapped
STBI17,1960-4
STCQ,48159-8
STCT3,Not mapped
STCX27,Not mapped
STEC20,35149-4
STECAR,30560-7
STGA27,Not Mapped
STGC3,Not mapped
STHPQ,17780-8
STIC27,Not mapped
STIME,Not mapped
STOM,10380-4
STOM14,10380-4
STOMC,10380-4
STPHQ,2755-7
STRMAB,8097-8
STRNQ,6632-4
STRPPQ,10717-7
STRPQ,Not mapped
STRPTQ,5370-2
STRPTZ,22566-4
STRSQ,22566-4
STRTIQ,5372-8
STRTQ,22567-2
STV27,Not mapped
STYP14,31208-2
STYP27,31208-2
STYPE,31208-2
STYPE3,31208-2
STYPEQ,31208-2
STYPQ,31208-2
SUBEQ,24443-4
SUBQ,25135-5
SUCQ,25137-1
SUPNAT,Not mapped
SUPPR,8101-8
SUPRNO,14135-8
SUQ,25136-3
SURF25,8277-6
SVDRLQ,5292-8
SVIRQ,15209-0
SVO215,19224-5
SVO216,19224-5
SVO218,19224-5
SYC15,6824-7
